published	title	item_count	url	description	playlist_id
2024-04-13	Danielle Nicole LIVE @ Hamilton Live 4/12/24	10	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKgj5HWpltrn_C4Bgtfs68V	Select tracks from a front table for @DanielleNicoleBand Mallow Hill opening @mallowhillmusic (external mic test run)  Set list is at https://www.setlist.fm/setlist/danielle-nicole/2024/the-hamilton-l	PLJ7S-K0cjvGKgj5HWpltrn_C4Bgtfs68V
2024-04-14	Judith Hill LIVE @ Fillmore Silver Spring 4/13/24	3	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJwry23WeMLXFu7YQGlpZ4X	Selected tracks from the rail Opening in support of JJ Grey & Mofro  Set list is at https://www.setlist.fm/setlist/judith-hill/2024/the-fillmore-silver-spring-silver-spring-md-43a8af87.html	PLJ7S-K0cjvGJwry23WeMLXFu7YQGlpZ4X
2024-04-15	JJ Grey & Mofro LIVE @ Fillmore Silver Spring (MD) 4/13/24	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJLdAoc6LBtfOH4gjwK-4l9	Select tracks from the rail @JJGreyMusic The loud woman on the rail next to me had an intense and slightly drunken crush on JJ   Full set list here: https://www.setlist.fm/setlist/jj-grey-and-mofro/20	PLJ7S-K0cjvGJLdAoc6LBtfOH4gjwK-4l9
2024-04-20	Vanessa Collier LIVE @ Collective Encore (MD) 4/19/24	9	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLrF2n1H6TcKZBHpmBGM-WS	Almost the full set, from a 3rd row table. @VanessaCollier33   Set list is  https://www.setlist.fm/setlist/vanessa-collier/2024/the-collective-encore-columbia-md-13a8e909.html	PLJ7S-K0cjvGLrF2n1H6TcKZBHpmBGM-WS
2024-04-27	Joanne Shaw Taylor LIVE @ Maryland Theatre (MD) 4/26/24	8	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLdfcbKWoSJvtjjp2oe9VlD	Selected tracks from stage right orchestra box  Full set list is at https://www.setlist.fm/setlist/joanne-shaw-taylor/2024/maryland-theatre-hagerstown-md-53a87761.html	PLJ7S-K0cjvGLdfcbKWoSJvtjjp2oe9VlD
2024-05-18	Sonny Landreth & The Iguanas LIVE @ Hamilton Live (DC) 5/16/24	14	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJlmjVUQxN4GKBngP4katI3	Selected tracks from a front table Louisiana Calling tour kickoff Set List https://www.setlist.fm/setlist/sonny-landreth/2024/the-hamilton-live-washington-dc-13a9614d.html	PLJ7S-K0cjvGJlmjVUQxN4GKBngP4katI3
2024-05-18	Oh He Dead & The North Country LIVE @ 9:30 Club 5/15/24	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLHAeFlPXKijx2VHSF1TeDy	select tracks from stage right balcony triple bill included Wild Child  set list https://www.setlist.fm/setlist/oh-he-dead/2024/930-club-washington-dc-23a90803.html	PLJ7S-K0cjvGLHAeFlPXKijx2VHSF1TeDy
2024-06-09	Jackie Venson LIVE @ Color Burst Park (MD) 6/6/24	13	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJnT3CCr-E4JMjgbYldszpN	Live from the lawn - a few dancers in front of me on a couple of tracks	PLJ7S-K0cjvGJnT3CCr-E4JMjgbYldszpN
2024-06-19	John Hiatt LIVE @ Birchmere 6/10/24	18	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGISANJyMAJ1gCg8p5oOmiVM	From a front table   Set list https://www.setlist.fm/setlist/john-hiatt/2024/the-birchmere-alexandria-va-3a82537.html  @rebeccaportermusic in support	PLJ7S-K0cjvGISANJyMAJ1gCg8p5oOmiVM
2024-06-19	Gary Clark Jr. LIVE @ Wolf Trap (VA) 6/9/24	8	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKgXKH8T7GjfJJu0GmHrxb2	From the balcony of the Filene Center Set List: https://www.setlist.fm/setlist/gary-clark-jr/2024/filene-center-at-wolf-trap-vienna-va-33ab0035.html	PLJ7S-K0cjvGKgXKH8T7GjfJJu0GmHrxb2
2024-06-22	Trombone Shorty LIVE @ Wolf Trap 6/15/24	10	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLRcJ_b6KjSHQoN2MXgWR6m	from the pavilion side aisle, with Danielle Ponder supporting  Set list https://www.setlist.fm/setlist/trombone-shorty-and-orleans-avenue/2024/filene-center-at-wolf-trap-vienna-va-5357a3b9.html @Tromb	PLJ7S-K0cjvGLRcJ_b6KjSHQoN2MXgWR6m
2024-06-22	PIXIES + Modest Mouse + Cat Power LIVE @ Merriweather Post (MD) 6/14/24	5	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIa_flRON67W-_MVRCRtOeI	A handful of obstructed view tracks from the lawn. It rained. Full headliner set list https://www.setlist.fm/setlist/pixies/2024/merriweather-post-pavilion-columbia-md-53ab3f19.html	PLJ7S-K0cjvGIa_flRON67W-_MVRCRtOeI
2024-06-23	Buffalo Nichols LIVE @ Jammin' Java (VA) 06/21/24	14	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJwOsdmmjRcGoEYN1sV3c5A	From a table. Small crowd included two dudes with a talent for standing directly between the camera and the performers.  Spencer Tate @spentatemusic on mandolin, violin	PLJ7S-K0cjvGJwOsdmmjRcGoEYN1sV3c5A
2024-07-05	Mikaela Davis LIVE @ Pearl Street Warehouse 06/25/24	8	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLqwgMrIFdIeFpLjgkwVFdj	Select tracks from the balcony  Rich Ruth supporting	PLJ7S-K0cjvGLqwgMrIFdIeFpLjgkwVFdj
2024-07-05	Kingfish Ingram LIVE @ Fillmore Siliver Spring (MD) 06/27/24	13	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLSwIQC01VwRxLlxqUnZBWz	Select tracks from the rail @callmekingfish @mathaislattin supporting	PLJ7S-K0cjvGLSwIQC01VwRxLlxqUnZBWz
2024-07-06	Alannis Morissette and Joan Jett LIVE @ Merriweather Post (MD) 06/29/24	14	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIL7RFtTk_mv4CdOcgXfcXK	selected tracks from stage left pavilion supported by @morganwade set lists https://www.setlist.fm/setlist/alanis-morissette/2024/merriweather-post-pavilion-columbia-md-1ba94d2c.html https://www.setli	PLJ7S-K0cjvGIL7RFtTk_mv4CdOcgXfcXK
2024-07-11	Los Lobos LIVE @ Birchmere 7/10/24	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLGGkKEPx2ZMpqb7clYETJ4	select tracks from the front table in front of Cesar Rosas  full set list https://www.setlist.fm/setlist/los-lobos/2024/the-birchmere-alexandria-va-3babd068.html	PLJ7S-K0cjvGLGGkKEPx2ZMpqb7clYETJ4
2024-07-24	Pretenders LIVE @ Warner Theatre (DC) 07/20/2024	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLhKMKlX67yv-vqCePMfK67	first night of 2. Selected tracks from the balcony, before the ushers got militant on Chrissie Hynde's behalf  Full set list https://www.setlist.fm/setlist/pretenders/2024/warner-theatre-washington-dc	PLJ7S-K0cjvGLhKMKlX67yv-vqCePMfK67
2024-07-24	Tab Benoit & Anders Osborne with Mike Zito LIVE @ Birchmere 7/18/24	8	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLQ0rQ4vl_o2MwmwbkY9ZGS	Selected tracks from the front row.  Full set lists https://www.setlist.fm/setlist/tab-benoit-and-anders-osborne/2024/the-birchmere-alexandria-va-43541f3b.html https://www.setlist.fm/setlist/mike-zito	PLJ7S-K0cjvGLQ0rQ4vl_o2MwmwbkY9ZGS
2024-08-09	Slash S.E.R.P.E.N.T. Festival LIVE Cary, NC 8/7/24	18	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGITFWPmAMpvg29Ddt0eOJ8Z	Selected tracks from the rain in row 4. Lineup 1. Robert Randolph & the Family Band @rrtfb (with special unbilled guest Eric Gales @EricGalesBand) 2. ZZ Ward @zzward 3. Larkin Poe @LarkinPoe 4. Slash'	PLJ7S-K0cjvGITFWPmAMpvg29Ddt0eOJ8Z
2024-08-24	Sue Foley LIVE @ Hamilton Live (DC) 8/23/24	5	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKGNIaZgK0JUXFghD2lOzV-	Select tracks from a front table, including some acoustic solo   Four videos were removed from this playlist due to a copyright strike claim from @SueFoleyOfficial - they were Pinky's Blues, New Used 	PLJ7S-K0cjvGKGNIaZgK0JUXFghD2lOzV-
2024-09-05	Walter Trout LIVE @ Ram's Head (MD) 9/4/24	3	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKfeAkck2WbpOlrNgDuG5dY	A few tracks from a front table   @TheWalterTrout  - Guitar and Vocals Micheal Leasure - Drums John Avila -  Bass Richard T Bear - Keyboards @BrettSmithDaniels - Guitar  full set list https://www.setl	PLJ7S-K0cjvGKfeAkck2WbpOlrNgDuG5dY
2024-09-08	Kingsley Flood LIVE @ Pearl Street Warehouse (DC) 9/7/24	10	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJJApKUiWmOTWChNiQRkZtc	Selected tracks from the balcony. Beanstalk Library supporting @kingsleyflood @thebeanstalklibrary   Full set list https://www.setlist.fm/setlist/kingsley-flood/2024/pearl-street-warehouse-washington-	PLJ7S-K0cjvGJJApKUiWmOTWChNiQRkZtc
2024-09-09	Vanessa Collier LIVE @ Rams Head (MD) 9/8/24	5	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL_urhBlAaFymtZnIz9emb6	select tracks from a front table  @VanessaCollier33  Full set list is at: https://www.setlist.fm/setlist/vanessa-collier/2024/rams-head-on-stage-annapolis-md-3524d03.html	PLJ7S-K0cjvGL_urhBlAaFymtZnIz9emb6
2024-09-13	Shawn James LIVE @ The Black Cat (DC) 9/12/24	6	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJyGnk6gREOypsrCxohHV0c	Selected tracks from a couple rows behind the rail full set list https://www.setlist.fm/setlist/shawn-james/2024/the-black-cat-mainstage-washington-dc-3b53a010.html	PLJ7S-K0cjvGJyGnk6gREOypsrCxohHV0c
2024-09-22	Selwyn Birchwood LIVE @ the Vault at Capital One Hall 9/18/24	10	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL3rMKdh0de7S68Z2dP2YBu	select tracks from the front row @selwynbirchwoodyoutube @CarlyHarveyMusic full set lists  https://www.setlist.fm/setlist/selwyn-birchwood/2024/capitol-one-hall-the-vault-tysons-corner-va-353f59b.html	PLJ7S-K0cjvGL3rMKdh0de7S68Z2dP2YBu
2024-09-23	Maryland Renaissance Festival Celtic Weekend 2024	26	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJcQZO5RFCP06Me6E6aE40G	Live music from various bands on various stages 9/22/24  The Rogues The Bards The Langers Ball Piper Jones The Freestylers of Piping	PLJ7S-K0cjvGJcQZO5RFCP06Me6E6aE40G
2024-09-23	Marcus King LIVE @ Warner Theatre 9/19/24	4	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKYcbx20Js2RW2kdrs_db59	select tracks from the balcony, first of two nights @realmarcusking Brittney Spencer supporting	PLJ7S-K0cjvGKYcbx20Js2RW2kdrs_db59
2024-09-27	Suzanne Vega LIVE @ Birchmere 9/25/24	19	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIgNjgQlo9xO44zF9N26kpc	3 songs from VIP pre-show sound check and a lot of the main set from a front table @SuzanneVegaOfficial full set list is at https://www.setlist.fm/setlist/suzanne-vega/2024/the-birchmere-alexandria-va	PLJ7S-K0cjvGIgNjgQlo9xO44zF9N26kpc
2024-09-30	Soul Coughing @ 9:30 Club (DC) 9/28/24	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKJath7-jUYRE2EuuNFRgU7	Selected tracks from the back of the floor next to the mix table.  We Said It Would Never Happen Tour Full set list: https://www.setlist.fm/setlist/soul-coughing/2024/930-club-washington-dc-1b5761fc.h	PLJ7S-K0cjvGKJath7-jUYRE2EuuNFRgU7
2024-10-05	The Lone Bellow LIVE @ The Birchmere (10/4/24)	12	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJBpcSRwOfciHwhbssMAyAR	Select tracks from the pre-show meet and greet and the main set from a front table. @thelonebellow @taylorashtonmusic  full set lists https://www.setlist.fm/setlist/the-lone-bellow/2024/the-birchmere-	PLJ7S-K0cjvGJBpcSRwOfciHwhbssMAyAR
2024-10-06	Valerie June LIVE @ Publick Playhouse (MD) 10/5/24	8	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKDkeWVTzCEMe0xJv0cd9SQ	selected tracks from the front row. Could use some help with a couple track titles! @valeriejune full set list at https://www.setlist.fm/setlist/valerie-june/2024/publick-playhouse-landover-md-5b50a35	PLJ7S-K0cjvGKDkeWVTzCEMe0xJv0cd9SQ
2024-10-11	Vanessa Collier LIVE @ Hamilton Live (DC) 10/9/24	10	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLUOdXZexCDUO1vE67aFAbK	Selected tracks from a front table @VanessaCollier33 @SweetLedaVideo supporting. Full set list at https://www.setlist.fm/setlist/vanessa-collier/2024/the-hamilton-live-washington-dc-7b5096dc.html	PLJ7S-K0cjvGLUOdXZexCDUO1vE67aFAbK
2024-10-14	Jake Xerxes Fussell LIVE @ Songbyrd Music House (DC) 10/13/24	5	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLB0r3UiSx-6PQ6_skRE4dB	a few tracks from a few rows back full set list at https://www.setlist.fm/setlist/jake-xerxes-fussell/2024/songbyrd-music-house-washington-dc-63502e1b.html David Moore supporting	PLJ7S-K0cjvGLB0r3UiSx-6PQ6_skRE4dB
2024-10-18	Ana Popović LIVE @ Hamilton Live (DC) 10/16/24	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL-lA1pN6EM6mo0nvqm4YCL	Select tracks from a front table Full set list is at https://www.setlist.fm/setlist/ana-popovi/2024/the-hamilton-live-washington-dc-2b500482.html @CarlyHarveyMusic supporting	PLJ7S-K0cjvGL-lA1pN6EM6mo0nvqm4YCL
2024-10-24	Shemekia Copeland LIVE @ Rams Head On Stage (MD) 10/19/24	8	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL7HsVrGhfW41b3M5hPjRzX	Select tracks from front row extreme left (into light) @shemekiacopeland464 full set list at https://www.setlist.fm/setlist/shemekia-copeland/2024/rams-head-on-stage-annapolis-md-3b503434.html	PLJ7S-K0cjvGL7HsVrGhfW41b3M5hPjRzX
2024-11-13	Albert Cummings LIVE @ Collective Encore (MD) 11/8/24	6	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKBKQzNYJqGCYaL5V4TJ9C9	Selected tracks from a 2nd row table full set list at https://www.setlist.fm/setlist/albert-cummings/2024/the-collective-encore-columbia-md-235ebcf3.html	PLJ7S-K0cjvGKBKQzNYJqGCYaL5V4TJ9C9
2024-11-18	Wood Brothers LIVE @ Strathmore Music Hall 11/16/24	13	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGICF3dJDFJ04zWRyk6Bq65X	Selected tracks from the orchestra tier (not front row).  Lindsay Lou supporting  Full set lists: https://www.setlist.fm/setlist/the-wood-brothers/2024/the-music-center-at-strathmore-north-bethesda-md	PLJ7S-K0cjvGICF3dJDFJ04zWRyk6Bq65X
2024-11-27	Ruf Records 30th Anniversary Tour LIVE @ Warner Theatre 11/20/24	13	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKgmK7pARDcQrZ9p3FoNcCe	Select tracks from stage left front row triple bill Ghalia Volt Canned Heat + Bernard Allison  Samantha Fish + Mitch Ryder Set Lists https://www.setlist.fm/setlist/ghalia-volt/2024/warner-theatre-wash	PLJ7S-K0cjvGKgmK7pARDcQrZ9p3FoNcCe
2024-12-23	Albert Castiglia Live @ JV's Restaurant - end of tour 12/22/24	9	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKBkLw_-ONXYf3x1LQ8XEPY	select tracks from three Sunday night sets, including sit-ins from Bobby Thompson and Linwood Taylor  full set list at https://www.setlist.fm/setlist/albert-castiglia/2024/jvs-restaurant-falls-church-	PLJ7S-K0cjvGKBkLw_-ONXYf3x1LQ8XEPY
2025-01-11	Young Dubliners LIVE @ Pearl Street Wearhouse 1/10/25	11	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJvW76f6a0oz1P_p7lysy58	the Feicin' Freezin' Tour @YoungDubliners Select tracks from the balcony supported by @LaUnicaIrishBand  Full set lists: https://www.setlist.fm/setlist/the-young-dubliners/2025/pearl-street-warehouse-	PLJ7S-K0cjvGJvW76f6a0oz1P_p7lysy58
2025-01-26	Langhorne Slim & Oliver Wood LIVE @ Birchmere 1/22/25	12	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLnz-M5qfqM8y207uAcVXgf	Tour kickoff - select tracks from a front table. First set was Oliver, second set was Langhorne, they played together to finish. There were jacket jokes. Full set lists: https://www.setlist.fm/setlist	PLJ7S-K0cjvGLnz-M5qfqM8y207uAcVXgf
2025-02-02	Galactic featuring Jelly Joseph LIVE @ 9:30 Club 1/30/25	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKFLy1E2wNp21OLCSmgS9va	select tracks from the stage right balcony.  supported by Jah Works	PLJ7S-K0cjvGKFLy1E2wNp21OLCSmgS9va
2025-02-09	Sue Foley LIVE @ Hamilton Live 2/6/25	9	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL99d7kOWzlN98aXDM-qtL4	Select tracks from a front table. Acoustic set from One Guitar One Woman, 3 piece electric band for the main set full set list at https://www.setlist.fm/setlist/sue-foley/2025/the-hamilton-live-washin	PLJ7S-K0cjvGL99d7kOWzlN98aXDM-qtL4
2025-03-01	Enter the Haggis LIVE Farewell Tour @ Barns at Wolf Trap 2/26/25	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLMV7me9Pw-EeHdgp_Q4X_y	Select tracks from the balcony. Full set list at https://www.setlist.fm/setlist/enter-the-haggis/2025/the-barns-at-wolf-trap-vienna-va-435b3767.html	PLJ7S-K0cjvGLMV7me9Pw-EeHdgp_Q4X_y
2025-03-01	Mike Zito LIVE @ Hub City VInyl (MD) 2/27/25	8	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGI30jX_mObnhmgkIBa2VQ7k	Selected tracks from the second row.  Supported by @KelliBakerMusic Full set list at https://www.setlist.fm/setlist/mike-zito/2025/hub-city-vinyl-hagerstown-md-635b2e13.html	PLJ7S-K0cjvGI30jX_mObnhmgkIBa2VQ7k
2025-03-20	Daniel Donato's Cosmic Country LIVE @ Hamilton Live (DC) 3/13/25	5	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGI-YlhWCarU9ScFcHae5qtp	Night 1 of 2, Spring 2025 Tour select tracks from the front of a 2nd row table full set list at https://www.setlist.fm/setlist/daniel-donato/2025/the-hamilton-live-washington-dc-335be805.html	PLJ7S-K0cjvGI-YlhWCarU9ScFcHae5qtp
2025-03-21	ZZ Ward LIVE @ Birchmere 3/19/25	13	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLurgbIEooTWJbZCnMawdtX	selected tracks from a front table Dirty Sun Tour - Liam St. John supporting full set lists https://www.setlist.fm/setlist/zz-ward/2025/the-birchmere-alexandria-va-6358e613.html and https://www.setlis	PLJ7S-K0cjvGLurgbIEooTWJbZCnMawdtX
2025-04-06	Southern Avenue LIVE @ Ram's Head (MD) 3/21/25	11	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL4moyHGhpCCs5cK8PhrXt3	They had played somewhere in PA at a Festival THAT MORNING  select tracks from front row. Set list at https://setlist.fm/setlist/southern-avenue/2025/rams-head-on-stage-annapolis-md-2b582c5e.html	PLJ7S-K0cjvGL4moyHGhpCCs5cK8PhrXt3
2025-04-07	Experience Hendrix LIVE @ Warner Theatre (DC) 4/5/25	13	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIu1pcW5mvyNq0tY53dizvp	Select tracks from 2nd row stage right. Multiple artists including Zakk Wylde, Ally Venable, Kingfish Ingram, Samantha Fish, Kenny Wayne Shepherd, Henri Brown, Dylan Triplett, Eric Johnson, Mato Nanji	PLJ7S-K0cjvGIu1pcW5mvyNq0tY53dizvp
2025-04-13	Cowboy Junkies LIVE @ Birchmere 4/9/25	9	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIIcC3tkXHchuYr7V_3pV5A	Select tracks from a 2nd row table. 40th Anniversary tour. full set list https://www.setlist.fm/setlist/cowboy-junkies/2025/the-birchmere-alexandria-va-1b5a1dfc.html	PLJ7S-K0cjvGIIcC3tkXHchuYr7V_3pV5A
2025-04-20	Valerie June LIVE @ Ram's Head (MD) 4/18/25	10	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL2WeBN9RzkhcyULTgAyY3Z	Selected tracks from the table right in front of the mix. Jon Nuq opening. Full set list at https://www.setlist.fm/setlist/valerie-june/2025/rams-head-on-stage-annapolis-md-53594fcd.html	PLJ7S-K0cjvGL2WeBN9RzkhcyULTgAyY3Z
2025-05-03	Danielle Nicole Band LIVE @ Pearl Street Warehouse (DC) 5/2/25	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJ-YueR5L4sqdUpas1OW4C9	select tracks from the balcony, with Brandon Miller supporting (acoustic opening set). Full set list at https://www.setlist.fm/setlist/danielle-nicole/2025/pearl-street-warehouse-washington-dc-3b46e4b	PLJ7S-K0cjvGJ-YueR5L4sqdUpas1OW4C9
2025-05-04	Allison Russell LIVE @ Lincoln Theatre (DC) 5/3/25	10	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLhMNgGJsjknOQBcRTzq_ia	All Returners Tour - select tracks from the center rail, including a couple from the VIP Soundcheck and Kara Jackson supporting full set list at https://www.setlist.fm/setlist/allison-russell/2025/lin	PLJ7S-K0cjvGLhMNgGJsjknOQBcRTzq_ia
2025-05-10	Larkin Poe LIVE @ 9:30 Club (DC) 5/9/25	12	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKO3gwaxYzLBTciOMvP5Cyv	Select tracks from the rail. Amythyst Kiah supporting. full set list at https://www.setlist.fm/setlist/larkin-poe/2025/930-club-washington-dc-235c201f.html	PLJ7S-K0cjvGKO3gwaxYzLBTciOMvP5Cyv
2025-05-16	The Devil Makes Three LIVE @ 9:30 Club (DC) 5/11/25	10	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLgrKItidPLi5YuYso-4NLY	select tracks from the stage right balcony, with Bridge City Sinners supporting. Full set list at https://www.setlist.fm/setlist/the-devil-makes-three/2025/930-club-washington-dc-6b46dae6.html	PLJ7S-K0cjvGLgrKItidPLi5YuYso-4NLY
2025-05-20	Ally Venable LIVE @ Rams Head (MD) 5/14/25	6	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGK7YleAlUlbka340H4j2ZMn	Money and Power Tour, select tracks from a front table.  Full set list is at https://www.setlist.fm/setlist/ally-venable-band/2025/rams-head-on-stage-annapolis-md-3b47a818.html	PLJ7S-K0cjvGK7YleAlUlbka340H4j2ZMn
2025-05-21	Vanessa Collier - Can't Stand the Rain (bootlegs)	3	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIHFoNHZ_Ei2gnPAyRUypeM	3 different shows, 3 different band configurations, one killer cover	PLJ7S-K0cjvGIHFoNHZ_Ei2gnPAyRUypeM
2025-06-10	TajMo LIVE Taj Mahal and Keb Mo @ Wolf Trap 6/8/25	9	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGICE4_wkwYVFlTSv2AUyAJA	select tracks from 3rd row Abraham Alexander supporting full set list at https://www.setlist.fm/setlist/tajmo-the-taj-mahal-and-keb-mo-band/2025/filene-center-at-wolf-trap-vienna-va-6b474e76.html	PLJ7S-K0cjvGICE4_wkwYVFlTSv2AUyAJA
2025-06-14	The Heavy Heavy LIVE @ Atlantis (DC) 5/13/25	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKE-rgw0yfTicqHg7FQpfTs	Select tracks from the balcony, Judy Blank supporting full set lists at  https://www.setlist.fm/setlist/the-heavy-heavy/2025/the-atlantis-washington-dc-43467f47.html and https://www.setlist.fm/setlist	PLJ7S-K0cjvGKE-rgw0yfTicqHg7FQpfTs
2025-10-04	Hozier LIVE in Bristow, VA 9/16/2025 (night 1 of 2)	4	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIL3wIXd8f_6SbTCQG7tixp	4 songs from the 100 level stage left full set list at https://www.setlist.fm/setlist/hozier/2025/jiffy-lube-live-bristow-va-b5ac182.html	PLJ7S-K0cjvGIL3wIXd8f_6SbTCQG7tixp
2025-11-04	Jon Batiste LIVE @ The Anthem (DC)	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIfDv8WQkTrJMl5dMebJVHU	select songs from the rail at the closing performance of the 2025 Big Money Tour	PLJ7S-K0cjvGIfDv8WQkTrJMl5dMebJVHU
2025-11-15	Lone Bellow LIVE @ Union Stage (DC) 11/15/2025	15	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLOmu4ETmoyci5Dn-FNfBNG	VIP preshow unamplified, plus select tracks from the rail @lonebellow with @nicoleatkins78 supporting Full set list at https://www.setlist.fm/setlist/the-lone-bellow/2025/union-stage-washington-dc-134	PLJ7S-K0cjvGLOmu4ETmoyci5Dn-FNfBNG
2025-11-18	Sparkbird LIVE headlining show @ Richmond Music Hall (VA) 11/17/25	11	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJXlHQOOX3YMrd51HE0zslb	Select tracks from the stage left corner. Sparkbird with support from Sushi Soucy and opener Spartan Jet-Plex  Full set list at https://www.setlist.fm/setlist/sparkbird/2025/richmond-music-hall-richmo	PLJ7S-K0cjvGJXlHQOOX3YMrd51HE0zslb
2025-11-23	Keb' Mo' LIVE solo - Maryland Hall, Annapolis 11/21/25	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIJeMAfrYxV5O1pJ_KudwHk	Select tracks from stage right box.  Anthony D'Amato supporting	PLJ7S-K0cjvGIJeMAfrYxV5O1pJ_KudwHk
2026-02-16	Vanessa Collier LIVE - Valentine's 2026 at Rams Head, Annapolis	4	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKQ2CFf3oqeisdJqbfkRiEn	selected tracks from a front table  full set list at https://www.setlist.fm/setlist/vanessa-collier/2026/rams-head-on-stage-annapolis-md-734bdaad.html	PLJ7S-K0cjvGKQ2CFf3oqeisdJqbfkRiEn
2026-03-21	Danielle Nicole Band LIVE @ Hamilton Live (DC) 03/20/26	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGK3qhHKzR5rVBeqtngvi8bL	@DanielleNicoleOfficial @brodybustermusic supporting select tracks from a front table, full set list is at https://www.setlist.fm/setlist/danielle-nicole/2026/the-hamilton-live-washington-dc-33492cc1.	PLJ7S-K0cjvGK3qhHKzR5rVBeqtngvi8bL
2026-03-21	Taj Farrant LIVE @ Rams Head 3/16/26 - 16 years old!	10	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGITbEz4XzY8rKKsccjbhrNs	the mustache is a valiant try. the guitar chops are otherworldly @TajFarrant_Official select tracks from table 100 full set list at https://www.setlist.fm/setlist/taj-farrant/2026/rams-head-on-stage-a	PLJ7S-K0cjvGITbEz4XzY8rKKsccjbhrNs
2026-03-25	The War and Treaty LIVE @ Howard Theatre (DC) 4/11/25	6	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJ0oxlwovpXG26gHAMR0ViG		PLJ7S-K0cjvGJ0oxlwovpXG26gHAMR0ViG
2026-03-25	Suzanne Vega LIVE @ Lincoln Theatre (DC) 6/10/25	6	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGK5nb1sCthFnLvqdYbJI_tD		PLJ7S-K0cjvGK5nb1sCthFnLvqdYbJI_tD
