Show Date	Artist	Supporting Acts	Venue	Setlist.fm URL	Playlist URL	Match Type	YT Title	Notes / Memories
2025-07-16	Barenaked Ladies	Sugar Ray / Fastball	Wolf Trap Farm Park (Filene Center), Vienna, VA, USA	https://www.setlist.fm/setlist/barenaked-ladies/2025/wolf-trap-farm-park-filene-center-vienna-va-3b5a007c.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKnd6sLuZD3I5ZcH7m_FKip	Playlist (assembled)	Fastball LIVE - The Way (bootleg) | Fastball LIVE -You're An Ocean  (bootleg) | Sugar Ray LIVE - Every Morning (bootleg) | Sugar Ray LIVE - Fly (bootleg) | Sugar Ray LIVE - Someday (bootleg) | Barenaked Ladies LIVE - The Old Apartment (bootleg) | Barenaked Ladies LIVE - If I Had $1000000 (bootleg) | Barenaked Ladies LIVE - Big Bang (bootleg) | Barenaked Ladies LIVE - One Week (bootleg)	Wolf Trap. Fastball and Sugar Ray opened. Fastball drummer was the Sugar Ray drummer; BNL keyboardist played with Sugar Ray. The cross-band connections were fun.
2025-07-17	Jax Hollow		Rams Head On Stage, Annapolis, MD, USA	https://www.setlist.fm/setlist/jax-hollow/2025/rams-head-on-stage-annapolis-md-b428186.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJqpoD9UT_BtMYghkC91Vqr	Playlist (6 videos)	Jax Hollow LIVE - Lay Me Down Easy (bootleg) | Jax Hollow LIVE - Wanted Woman (bootleg) | Jax Hollow LIVE - Come Up Kid (bootleg) | Jax Hollow LIVE - Cry Wolf (bootleg) | Jax Hollow LIVE - For All We Know (bootleg) | Jax Hollow LIVE - Dark Water (bootleg)	Hat autograph: Jax Hollow.
2025-07-21	Amythyst Kiah	The Pinkerton Raid	Jammin Java, Vienna, VA, USA	https://www.setlist.fm/setlist/amythyst-kiah/2025/jammin-java-vienna-va-5b47af30.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKDVTswOCN1kpjAQVsBh-fm	8 video(s) found	The Pinkerton Raid LIVE - The Village (bootleg) | The Pinkerton Raid LIVE - A Long December (bootleg) | The Pinkerton Raid LIVE - Your Name is Light (bootleg) | Amythyst Kiah LIVE - Trouble So Hard (bootleg) | Amythyst Kiah LIVE - In The Pines (bootleg) | Amythyst Kiah LIVE - S P A C E (bootleg) | Amythyst Kiah LIVE - Fancy (bootleg) | Amythyst Kiah LIVE - Black Myself (bootleg)	Jammin' Java. The Pinkerton Raid opened and covered Counting Crows (A Long December). Amythyst covered Vera Hall (Trouble So Hard) and In The Pines.
2025-07-24	Trombone Shorty & Orleans Avenue	Dumpstaphunk / JJ Grey & Mofro	Wolf Trap Farm Park (Filene Center), Vienna, VA, USA	https://www.setlist.fm/setlist/trombone-shorty-and-orleans-avenue/2025/wolf-trap-farm-park-filene-center-vienna-va-4b47af3e.html		No match		
2025-08-03	Eric Johanson		Jammin Java, Vienna, VA, USA	https://www.setlist.fm/setlist/eric-johanson/2025/jammin-java-vienna-va-63471ac7.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGK8siqoCKFwSVzb8r-aTVux	Playlist (assembled)	Eric Johanson LIVE - Death Letter (bootleg) | Eric Johanson LIVE - Just Like New (bootleg) | Eric Johanson LIVE - Open Hearted Woman (bootleg) | Eric Johanson LIVE - Chasing Ghosts (bootleg) | Eric Johanson LIVE - Bottom of the River (bootleg)	
2025-08-10	AJR	Cavetown / Chelsea Cutler / Valley / Benjamin Steer	Merriweather Post Pavilion, Columbia, MD, USA	https://www.setlist.fm/setlist/ajr/2025/merriweather-post-pavilion-columbia-md-1b58f994.html		No match		Lawn seats — no videos. M and Bee sat in the pavilion by themselves, got to watch World's Smallest Violin right behind their seats
2025-08-19	D.K. Harrell		Jammin Java, Vienna, VA, USA	https://www.setlist.fm/setlist/dk-harrell/2025/jammin-java-vienna-va-5b4303c0.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLG-WCQPCyCMvPy5mhfmOym	Playlist (6 videos)	D.K. Harrell LIVE - Praise These Blues (bootleg) | D.K. Harrell LIVE - Liquor Stores and Legs (bootleg) | D.K. Harrell LIVE - Not Here for a Long Time (bootleg) | D.K. Harrell LIVE - Going Under (bootleg) | D.K. Harrell LIVE - Sweet Home Chicago (bootleg) | D.K. Harrell LIVE - Mama Don't Allow (bootleg)	
2025-08-28	Robert Randolph	Blessing Offor	The Atlantis, Washington, DC, USA	https://www.setlist.fm/setlist/robert-randolph/2025/the-atlantis-washington-dc-b437d1e.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJLwOInuasCS8DAtGB7ZGKm	Playlist (assembled)	Robert Randolph LIVE - Sweet Thang? (bootleg) | Robert Randolph LIVE - Sinner (bootleg) | Robert Randolph LIVE - Roosevelt Pool (bootleg) | Robert Randolph LIVE - Thrill Is Gone (bootleg) | Robert Randolph LIVE - Been So Long (bootleg)	The Atlantis DC. Blessing Offor opened and covered Prince (Purple Rain into Brighter Days). Tash Neal also sat in. Robert Randolph's band included the pedal steel gospel intensity he's known for.
2025-09-16	Hozier	Gigi Perez	Jiffy Lube Live, Bristow, VA, USA	https://www.setlist.fm/setlist/hozier/2025/jiffy-lube-live-bristow-va-b5ac182.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIL3wIXd8f_6SbTCQG7tixp	Playlist (4 videos)	Hozier LIVE in Bristow, VA 9/16/2025 (night 1 of 2)	100 level stage left at Jiffy Lube Live. Gigi Perez opened. Shot four songs including Work Song and Too Sweet. M & Bee
2025-09-19	Alabama Shakes	The Budos Band	The Anthem, Washington, DC, USA	https://www.setlist.fm/setlist/alabama-shakes/2025/the-anthem-washington-dc-135a05d5.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKuIHQkITzIRpAiSxah3hpx	Playlist (7 videos)	Alabama Shakes LIVE - Always Alright (bootleg) | The Budos Band LIVE - Instrumental (bootleg) | Alabama Shakes LIVE - American Dream (bootleg) | Alabama Shakes LIVE - Dunes (bootleg) | Alabama Shakes LIVE - Gimme All Your Love (bootleg) | Alabama Shakes LIVE - Hold On (bootleg) | Alabama Shakes LIVE - Be Mine (bootleg)	The Anthem. The Budos Band opened — instrumental set. Alabama Shakes encored with Be Mine.
2025-09-23	Bywater Call		Pearl Street Warehouse, Washington, DC, USA	https://www.setlist.fm/setlist/bywater-call/2025/pearl-street-warehouse-washington-dc-6b434606.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGImZy7ronwbyrOd43oA-mXd	Playlist (assembled)	Bywater Call LIVE - Sign of Peace (bootleg) | Bywater Call LIVE - Roll (bootleg) | Bywater Call LIVE - Ain't No Friend of Mine (bootleg) | Bywater Call LIVE - You Make It Easy (bootleg)	Hat autograph: Meghan Parnell (of Bywater Call).
2025-09-24	Christone 'Kingfish' Ingram	Dylan Triplett	Baltimore Soundstage, Baltimore, MD, USA	https://www.setlist.fm/setlist/christone-kingfish-ingram/2025/baltimore-soundstage-baltimore-md-4b47af36.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIRp58p0ZK_whWMsFRNnYmN	Playlist (7 videos)	"Dylan Triplett LIVE - I Can't Stand the Rain (bootleg) | Christone ""Kingfish"" Ingram LIVE - Bad Like Me (bootleg) | Christone ""Kingfish"" Ingram LIVE - Long Distance Woman (bootleg) | Christone ""Kingfish"" Ingram LIVE - Midnight Heat (bootleg) | Christone ""Kingfish"" Ingram LIVE - Empty Promises (bootleg) | Christone ""Kingfish"" Ingram LIVE - 662 (bootleg) | Christone ""Kingfish"" Ingram LIVE - See My Jumper (bootleg)"	
2025-10-08	Judith Hill		The Hamilton Live, Washington, DC, USA	https://www.setlist.fm/setlist/judith-hill/2025/the-hamilton-live-washington-dc-b417592.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIrGkEQ-gvOHmWxeHex9CPa	5 video(s) found	Judith Hill LIVE - Cry, Cry, Cry EPIC jam (bootleg) | Judith Hill LIVE - Turn Up (bootleg) | Judith Hill LIVE - Flame (bootleg) | Judith Hill LIVE - Golden (bootleg) | Judith Hill LIVE - The Pepper Club (bootleg)	Hamilton Live. Cry Cry Cry turned into an epic jam. She encored with The Pepper Club.
2025-10-15	Jackie Venson	J & The Causeways	The Hamilton Live, Washington, DC, USA	https://www.setlist.fm/setlist/jackie-venson/2025/the-hamilton-live-washington-dc-340e9af.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKYTwXZMX8huYuTgbPF-_Qh	Playlist (10 videos)	J and the Causeways LIVE - How'd We Get Here (bootleg) | J and the Causeways LIVE - Young Americans (bootleg) | Jackie Venson LIVE - When It's Right (bootleg) | Jackie Venson LIVE - One Step Forward (bootleg) | Jackie Venson LIVE - Don't Lie to Me (bootleg) | Jackie Venson LIVE - Obsessed (bootleg) | Jackie Venson LIVE - Dark (bootleg) | Jackie Venson LIVE - Electric Feels (bootleg) | Jackie Venson LIVE - Feel Good (bootleg) | Jackie Venson LIVE - Cosmic Love (bootleg)	Hamilton Live. J & The Causeways opened and covered David Bowie (Young Americans).
2025-10-17	New York's Finest		The State Theatre, Falls Church, VA, USA	https://www.setlist.fm/setlist/new-yorks-finest/2025/the-state-theatre-falls-church-va-1b417590.html		No match		
2025-10-21	Tommy Emmanuel		Lincoln Theatre, Washington, DC, USA	https://www.setlist.fm/setlist/tommy-emmanuel/2025/lincoln-theatre-washington-dc-4b47af2a.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLOAzoPhVXBV1lHGD1YliMK	Playlist (8 videos)	Tommy Emmanuel LIVE - Mona Lisa (bootleg) | Tommy Emmanuel LIVE - American Tune / Waltzing Matilda (bootleg) | Tommy Emmanuel LIVE - Song for a Rainy Morning (bootleg) | Tommy Emmanuel LIVE - Guitar Boogie / Stevie's Blues (bootleg) | Tommy Emmanuel LIVE - Questions (bootleg) | Tommy Emmanuel LIVE - Dixie McGuire (bootleg) | Tommy Emmanuel LIVE - Day Tripper (bootleg) | Tommy Emmanuel LIVE - Half a Moment (bootleg)	Lincoln Theatre. Encored with a Paul Simon / Waltzing Matilda medley. He covered Nat King Cole (Mona Lisa) and did a Guitar Boogie / Stevie's Blues medley.
2025-10-26	Ruthie Foster	Cole Larravide	The Hamilton Live, Washington, DC, USA	https://www.setlist.fm/setlist/ruthie-foster/2025/the-hamilton-live-washington-dc-1340e9ad.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLZWb0lcUzPfC917AfzTCz0	Playlist (9 videos)	Cole Larravide LIVE - Be There One Day (bootleg) | Cole Larravide LIVE - Promises (bootleg) | Ruthie Foster LIVE - Rainbow (bootleg) | Ruthie Foster LIVE - Runaway Soul (bootleg) | Ruthie Foster LIVE - Woke Up This Morning (With My Mind Stayed On Freedom) (bootleg) | Ruthie Foster LIVE - Man of the World (bootleg) | Ruthie Foster LIVE - Testimony (bootleg) | Ruthie Foster LIVE - Real Love (bootleg) | Ruthie Foster LIVE - Mississippi John Hurt medley (bootleg)	Hamilton Live. Cole Larravide opened. Ruthie covered Mississippi John Hurt. Also performed Woke Up This Morning (With My Mind Stayed on Freedom). Hat autograph: Ruthie Foster ([#42]).
