# SUPERSEDED by history_youtube_correlation.tsv — kept for reference only
Show Date	Artist	Supporting Acts	Venue	Setlist.fm URL	Playlist URL	Match Type	YT Title	Notes / Memories
2021-07-11	Oliver Wood		The Patio Stage at Strathmore, North Bethesda, MD, USA	https://www.setlist.fm/setlist/oliver-wood/2021/the-patio-stage-at-strathmore-north-bethesda-md-2ba73086.html		2 video(s) found	Oliver Wood LIVE - Postcards from Hell  (bootleg) | Oliver Wood LIVE - One More Day (bootleg)	
